71,61,124,96
61,56,131,91
71,56,106,91
61,61,96,96
76,66,111,101
71,66,106,101
61,56,96,91
66,66,119,101
71,61,106,96
81,56,116,91
76,61,129,96
76,56,129,91
66,61,119,96
56,56,91,91
61,66,96,101
61,61,114,96
76,61,111,96
91,61,126,96
56,56,109,91
61,56,114,91
61,61,131,96
96,56,131,91
66,66,101,101
81,56,134,91
76,56,111,91
66,56,101,91
66,56,119,91
196,171,266,206
21,141,56,176
126,156,276,206
116,156,204,191
21,126,71,176
26,141,96,211
201,161,251,211
81,161,169,196
21,161,127,196
21,131,74,166
151,161,201,211
261,151,314,186
31,151,84,186
16,136,69,171
206,171,259,206
26,161,79,196
16,171,86,206
221,171,274,206
21,171,127,206
181,171,216,206
1,136,101,186
6,171,112,206
61,171,149,206
181,171,234,206
141,161,266,211
16,136,51,171
136,176,189,211
256,166,291,201
266,156,316,206
11,131,117,166
201,171,289,206
131,176,237,211
11,146,161,196
1,161,101,211
46,146,196,196
161,161,214,196
26,126,79,161
46,156,152,191
6,126,76,161
166,156,266,206
21,131,56,166
196,166,284,201
146,151,196,201
11,166,117,201
21,126,56,161
46,156,99,191
126,176,196,211
6,146,59,181
6,131,76,201
181,171,269,206
186,161,274,196
181,161,231,211
66,156,172,191
261,176,296,211
181,166,251,201
221,171,309,206
176,161,251,211
136,151,186,201
141,176,194,211
121,176,227,211
176,171,211,206
21,146,71,196
106,166,176,201
121,161,246,211
6,151,59,186
11,156,86,206
61,171,167,206
6,176,59,211
16,141,86,176
26,176,132,211
61,156,136,206
171,171,241,206
126,156,179,191
141,161,241,211
41,161,147,196
161,156,311,206
41,146,191,196
21,151,56,186
141,146,176,181
141,151,241,201
6,146,56,196
56,171,162,206
1,156,76,206
46,171,81,206
141,151,191,201
66,151,101,186
71,156,171,206
236,176,306,211
176,171,264,206
71,176,124,211
216,156,316,206
156,166,191,201
171,161,224,196
26,141,167,211
66,151,116,201
131,156,206,206
1,136,142,206
51,151,201,201
6,126,41,161
96,156,246,206
241,161,316,211
26,131,114,166
46,146,99,181
151,151,221,186
6,171,59,206
11,131,99,166
1,136,107,171
261,131,314,166
251,166,286,201
86,176,156,211
146,146,181,181
191,171,279,206
101,166,189,201
1,126,36,161
206,166,276,201
116,161,241,211
256,161,306,211
236,171,306,206
211,161,299,196
236,161,286,211
41,161,116,211
26,166,79,201
46,141,187,211
1,176,36,211
86,166,192,201
96,166,131,201
151,161,251,211
56,146,109,181
121,171,156,206
26,156,61,191
36,161,161,211
161,166,196,201
136,146,189,181
166,166,272,201
176,166,229,201
126,151,226,201
26,131,96,201
86,161,136,211
51,166,86,201
221,176,309,211
31,171,119,206
91,161,166,211
131,151,219,186
16,131,91,181
156,176,191,211
41,156,166,206
11,131,117,201
161,146,214,181
186,171,221,206
61,161,96,196
136,156,206,191
111,161,199,196
111,166,199,201
51,171,86,206
46,146,121,196
141,146,211,181
26,156,176,206
11,166,46,201
81,166,116,201
46,136,121,186
31,146,119,181
21,151,121,201
16,151,91,201
206,161,281,211
131,161,166,196
26,141,132,211
71,156,146,206
56,161,109,196
261,66,296,101
226,71,296,106
246,66,281,101
271,61,306,96
236,66,271,101
266,66,301,101
266,61,319,96
221,66,256,101
276,66,311,101
261,61,296,96
206,66,312,101
221,66,291,101
211,66,281,101
231,66,266,101
226,71,279,106
276,71,311,106
236,66,306,101
256,71,291,106
251,61,286,96
241,66,276,101
231,61,301,96
236,71,271,106
256,71,309,106
246,61,281,96
281,66,316,101
246,61,299,96
281,61,316,96
211,66,299,101
231,66,301,101
276,81,311,116
261,71,296,106
261,61,314,96
211,66,317,101
281,71,316,106
276,61,311,96
221,66,309,101
121,16,196,66
231,1,319,36
161,16,261,66
41,16,91,66
26,11,101,61
111,6,261,56
26,16,151,66
61,26,149,61
31,6,66,41
211,11,286,61
171,21,224,56
156,6,191,41
251,16,301,66
86,1,121,36
91,11,191,61
206,6,256,56
116,1,241,51
136,6,171,41
86,6,174,41
101,21,207,56
191,21,279,56
11,1,81,36
171,11,277,46
21,6,91,41
121,26,209,61
196,16,266,51
41,11,129,46
126,6,201,56
196,16,296,66
76,1,226,51
46,6,81,41
36,6,71,41
201,6,254,41
41,16,129,51
31,1,131,51
6,11,41,46
81,11,116,46
46,16,171,66
136,31,224,66
116,31,222,66
46,16,116,51
61,11,167,46
186,21,274,56
61,1,273,71
206,31,276,66
86,31,121,66
71,1,121,51
261,11,311,61
1,1,51,51
21,11,171,61
101,1,171,36
76,1,146,36
206,6,312,41
101,16,201,66
81,31,151,66
161,1,196,36
101,31,189,66
46,6,152,41
76,31,146,66
191,1,297,36
61,16,136,66
196,21,249,56
181,16,256,66
121,16,209,51
221,16,291,51
36,31,89,66
11,6,64,41
211,16,286,66
116,1,186,36
106,1,247,71
221,1,274,36
241,6,311,41
41,6,76,41
141,16,247,51
56,21,144,56
201,31,307,66
11,6,161,56
121,31,191,66
191,26,226,61
206,11,259,46
31,11,81,61
161,16,211,66
16,1,69,36
121,16,191,51
26,16,79,51
26,26,61,61
36,6,136,56
256,21,309,56
146,26,252,61
156,16,191,51
211,11,299,46
36,6,161,56
36,16,111,66
106,1,206,51
201,1,307,36
6,6,59,41
36,6,186,56
191,1,316,51
61,6,149,41
196,1,266,71
146,1,234,36
1,6,51,56
141,16,241,66
141,1,247,36
121,16,221,66
146,11,199,46
61,11,161,61
36,11,106,46
166,11,254,46
156,1,206,51
256,11,306,61
241,16,294,51
191,16,261,51
111,11,164,46
216,16,304,51
111,1,164,36
201,1,301,51
116,1,266,51
86,31,174,66
171,16,277,51
96,16,131,51
146,1,196,51
136,1,286,51
101,11,154,46
61,16,186,66
136,31,242,66
201,16,307,51
111,31,181,66
116,1,204,36
166,1,201,36
