51,126,104,161
211,116,299,151
126,101,161,136
101,126,207,161
86,61,286,161
36,96,142,166
36,76,186,126
196,86,302,121
56,51,126,121
91,96,197,131
81,81,134,116
151,96,186,131
66,101,101,136
246,86,296,136
196,66,296,116
46,61,146,161
251,76,304,111
131,116,237,151
96,81,146,131
171,81,246,131
201,71,271,106
31,111,81,161
116,71,216,171
76,111,226,161
136,91,236,141
131,131,219,166
156,96,226,131
96,106,221,156
21,106,146,156
71,91,177,161
81,71,257,141
161,81,211,131
96,106,131,141
191,81,316,131
221,126,309,161
46,106,96,156
66,101,191,151
121,71,156,106
146,126,199,161
51,81,121,151
56,116,206,166
46,91,116,126
171,76,246,126
226,61,261,96
51,86,263,156
51,86,126,136
46,86,152,121
46,91,222,161
41,61,241,161
141,86,317,156
76,66,146,101
66,81,172,151
16,96,166,146
201,76,307,146
156,91,226,161
191,61,261,131
111,76,211,126
201,61,271,131
101,126,189,161
36,116,124,151
166,101,241,151
16,126,69,161
121,96,221,146
161,66,286,116
231,81,301,151
51,66,192,136
86,101,227,171
36,126,142,161
31,111,156,161
226,66,296,101
146,71,216,141
121,61,262,131
241,106,311,141
11,126,46,161
141,121,266,171
116,101,222,136
201,131,236,166
241,126,276,161
151,81,292,151
91,121,126,156
81,101,222,171
126,131,196,166
81,126,116,161
211,106,317,141
251,106,304,141
46,66,171,116
106,86,159,121
31,86,207,156
66,66,154,101
96,61,237,131
196,116,246,166
196,101,302,136
111,86,217,156
91,71,241,171
196,106,284,141
81,96,222,166
51,66,301,166
31,106,101,141
176,71,276,171
116,116,151,151
196,81,266,116
61,96,111,146
51,121,139,156
186,121,274,156
201,111,289,146
116,106,222,176
206,76,294,111
186,66,236,116
146,91,252,161
76,101,288,171
191,81,261,116
96,66,246,116
161,121,261,171
31,86,137,156
76,101,217,171
131,126,201,161
251,116,304,151
166,66,272,101
146,101,246,151
121,96,196,146
66,66,266,166
261,101,311,151
76,101,129,136
191,131,244,166
71,91,171,141
101,101,171,171
36,91,106,126
66,116,141,166
181,131,234,166
136,81,286,131
206,121,276,156
61,61,114,96
131,121,206,171
201,101,276,151
156,81,297,151
166,71,216,121
11,91,187,161
226,71,301,121
36,76,136,126
106,101,194,136
211,81,264,116
86,66,236,166
76,86,176,136
81,96,151,131
41,71,253,141
56,86,144,121
41,86,94,121
216,96,304,131
66,111,216,161
66,86,154,121
166,86,291,136
151,96,257,131
86,71,192,141
51,91,101,141
131,71,231,171
181,126,234,161
196,106,266,141
116,106,266,156
161,116,211,166
91,101,166,151
156,71,262,106
136,96,242,131
201,81,289,116
116,76,266,126
56,71,206,121
106,116,212,151
151,101,186,136
166,131,236,166
206,66,241,101
56,61,206,161
106,71,159,106
141,76,191,126
161,106,267,141
126,76,179,111
136,96,224,131
161,126,196,161
81,86,181,136
26,106,176,156
201,176,236,211
186,171,221,206
51,141,101,191
111,176,181,211
71,166,106,201
