201,141,307,211
251,151,304,186
241,131,291,181
111,1,211,51
131,16,219,51
61,36,96,71
246,1,299,36
96,41,166,76
151,41,204,76
41,16,94,51
51,11,121,81
206,16,312,51
51,56,86,91
231,21,266,56
186,21,274,56
76,51,126,101
251,76,304,111
36,11,142,81
81,1,206,51
56,11,268,81
6,21,59,56
11,21,223,91
16,26,69,61
16,6,116,106
141,26,216,76
16,66,122,101
36,41,186,91
161,36,196,71
141,11,194,46
21,6,96,56
16,36,157,106
141,11,211,46
46,6,152,41
121,11,191,81
16,31,116,81
216,11,269,46
6,61,112,96
111,96,146,131
61,116,96,151
101,131,154,166
146,101,199,136
41,146,191,196
96,141,202,176
66,141,101,176
6,146,156,196
131,151,201,186
76,136,146,171
76,96,201,146
71,131,177,201
51,116,157,151
