11,1,61,51
186,1,256,36
81,1,131,51
41,11,147,46
121,1,156,36
11,6,81,41
41,1,111,36
56,1,144,36
111,1,164,36
71,1,159,36
16,6,69,41
51,106,139,141
226,96,296,131
71,61,177,131
216,101,269,136
226,141,279,176
166,101,272,171
1,76,201,176
171,106,277,141
166,51,272,121
201,91,301,141
86,111,186,211
46,116,96,166
66,56,119,91
56,91,156,141
101,81,242,151
51,106,104,141
16,46,228,116
71,56,196,106
251,111,301,161
186,71,261,121
11,66,86,116
61,136,202,206
176,136,226,186
91,46,141,96
11,66,161,166
221,56,291,91
121,66,156,101
81,51,293,121
26,71,96,141
106,56,212,126
21,66,271,166
186,76,292,111
6,96,94,131
31,86,66,121
176,156,211,191
116,61,216,111
61,151,96,186
96,101,166,136
136,41,277,182
