96,251,184,286
46,236,171,286
86,261,121,296
41,231,166,281
56,246,197,316
141,256,211,291
136,261,171,296
11,266,64,301
36,236,86,286
71,271,177,306
16,261,141,311
121,266,156,301
131,281,184,316
21,236,74,271
86,266,136,316
116,276,204,311
111,246,186,296
111,266,146,301
41,261,129,296
21,256,96,306
106,281,141,316
31,246,119,281
91,281,144,316
136,281,189,316
71,241,141,276
31,266,119,301
86,236,136,286
6,261,56,311
36,241,124,276
31,261,181,311
6,241,112,276
81,281,116,316
96,266,146,316
51,251,86,286
116,256,186,291
96,271,202,306
36,266,111,316
11,241,64,276
76,251,126,301
81,261,181,311
56,266,144,301
41,266,91,316
136,246,211,296
16,231,86,301
6,261,59,296
61,256,211,306
106,246,206,296
86,281,156,316
116,256,169,291
1,251,151,301
16,231,192,301
96,266,202,301
151,236,186,271
96,241,131,276
41,236,76,271
21,251,171,301
56,251,162,286
1,231,151,281
31,246,66,281
86,246,156,281
161,241,211,291
76,246,182,281
146,266,196,316
36,251,106,286
96,256,166,291
11,261,46,296
6,236,147,306
36,236,111,286
106,246,194,281
61,241,131,276
16,231,66,281
46,241,134,276
156,266,191,301
101,261,154,296
6,241,112,311
146,266,199,301
41,246,91,296
56,261,109,296
126,271,161,306
26,261,114,296
96,236,171,286
126,281,179,316
106,251,159,286
1,276,36,311
31,256,84,291
91,246,191,296
91,281,179,316
21,241,91,311
31,246,101,281
66,241,154,276
111,266,161,316
131,271,166,306
101,241,207,276
16,276,51,311
76,256,164,291
146,276,199,311
56,276,162,311
36,236,177,306
21,256,171,306
1,241,107,311
66,276,136,311
51,246,126,296
21,246,121,296
161,281,196,316
106,271,141,306
6,231,131,281
61,231,167,301
121,261,209,296
136,266,171,301
6,231,41,266
131,246,184,281
166,246,201,281
121,241,174,276
11,241,81,311
86,251,174,286
96,251,146,301
81,256,134,291
101,271,171,306
81,261,134,296
1,261,51,311
161,236,211,286
46,136,96,186
166,86,201,121
16,111,166,161
46,176,116,246
36,96,89,131
56,21,126,91
91,46,166,96
76,101,201,151
81,56,151,91
1,91,101,141
146,41,181,76
56,91,126,126
111,41,181,76
121,141,191,211
51,106,157,176
96,116,202,186
91,56,166,106
31,51,81,101
101,56,176,106
81,26,181,126
91,171,126,206
21,186,109,221
11,101,152,171
31,151,207,221
91,151,197,186
96,71,131,106
121,96,156,131
61,11,161,61
61,91,161,191
46,176,116,211
56,151,206,251
41,101,111,171
96,76,184,111
31,81,119,116
26,61,167,202
41,31,141,131
36,36,71,71
31,151,131,201
16,156,157,226
36,186,106,221
16,131,122,201
21,31,109,66
141,106,191,156
131,31,181,81
91,116,166,166
76,21,201,71
56,61,197,131
1,61,89,96
141,61,211,131
116,96,169,131
1,11,89,46
86,151,186,251
56,161,156,211
26,81,114,116
91,106,191,156
121,51,191,86
96,191,146,241
91,36,144,71
91,211,197,246
66,61,166,161
26,86,79,121
106,41,156,91
86,156,121,191
41,36,91,86
41,206,147,241
81,166,187,236
16,71,166,121
136,196,211,246
31,51,106,101
76,186,111,221
46,206,134,241
136,86,189,121
31,91,137,126
51,96,151,196
41,156,191,256
36,86,186,136
11,116,152,186
11,26,61,76
156,46,209,81
76,86,126,136
121,126,209,161
46,96,81,131
81,116,131,166
86,171,121,206
111,176,211,226
41,21,182,162
51,21,151,71
66,71,136,106
81,116,151,186
86,96,136,146
111,116,211,166
31,111,131,211
31,191,137,226
36,116,111,166
31,186,181,236
21,196,96,246
71,61,141,96
121,171,174,206
91,146,166,196
131,191,206,241
81,111,206,161
176,46,211,81
16,146,86,216
26,156,79,191
56,51,162,86
86,166,192,201
6,76,156,176
56,146,106,196
31,81,156,131
126,141,179,176
66,76,166,176
156,116,191,151
21,21,91,91
66,51,207,121
31,181,207,251
111,51,211,151
31,131,181,231
51,86,157,121
66,196,141,246
36,101,177,242
171,206,206,241
26,11,176,111
36,106,136,156
56,116,106,166
111,131,211,181
21,61,171,111
61,196,161,246
16,91,86,126
41,11,166,61
41,201,116,251
71,186,159,221
96,16,196,116
96,131,166,201
76,66,164,101
1,101,151,201
86,161,174,196
26,46,167,187
106,81,212,116
21,81,171,181
96,31,146,81
41,106,141,156
31,96,156,146
51,181,121,251
51,181,201,231
131,146,201,216
146,56,196,106
51,111,86,146
11,91,81,126
46,11,81,46
16,96,166,196
26,86,126,136
141,66,211,101
136,171,206,206
71,91,212,232
121,101,171,151
56,111,162,181
61,81,202,222
26,116,176,216
86,136,192,171
36,66,106,136
86,51,174,86
61,176,131,211
141,116,211,151
141,176,176,211
131,96,166,131
11,86,111,186
106,131,181,181
131,111,184,146
106,101,181,151
81,131,116,166
81,86,134,121
21,126,109,161
21,196,91,231
51,51,157,121
1,31,71,66
56,66,156,166
6,51,112,121
66,56,101,91
106,126,212,161
96,31,171,81
111,161,181,231
91,16,191,66
1,61,201,161
141,131,176,166
51,131,126,181
41,56,147,91
131,71,181,121
21,146,71,196
106,171,212,241
46,126,196,176
16,121,166,171
66,106,136,141
46,46,96,96
56,26,131,76
16,81,86,151
51,116,201,166
66,16,172,86
106,96,181,146
1,46,151,96
71,66,171,116
26,46,79,81
141,141,211,176
16,136,86,206
71,51,196,101
26,91,132,161
41,161,182,231
86,66,136,116
11,6,152,147
91,31,191,131
36,91,136,141
86,31,136,81
36,46,186,96
76,71,176,121
31,51,84,86
11,156,136,206
51,26,201,126
16,31,157,101
76,191,201,241
111,56,146,91
81,86,156,136
11,131,117,201
16,86,69,121
16,211,51,246
76,66,146,136
56,146,126,181
126,136,161,171
116,206,186,241
46,181,99,216
61,191,96,226
96,161,131,196
96,166,149,201
46,181,152,251
6,176,81,226
71,61,212,202
126,121,179,156
111,91,164,126
86,131,192,201
26,16,202,86
81,141,169,176
26,181,176,231
91,61,166,111
141,196,194,231
21,121,162,191
46,81,196,131
51,46,121,116
26,51,79,86
141,111,176,146
96,146,196,196
31,31,131,81
76,121,201,171
71,216,124,251
36,91,177,161
86,26,136,76
151,116,201,166
21,86,71,136
101,141,154,176
136,176,186,226
31,76,119,111
91,101,161,136
31,101,181,201
81,166,206,216
101,111,207,146
126,76,196,111
